0,-7,10,9,9
0.1,-3,-8,4,10
0.17,-5,-4,-1,1
0.24000000000000002,8,-7,8,3
0.33,-4,-4,10,-2
0.39,1,-5,1,3
0.44,4,5,3,10
0.54,1,4,1,9
0.6000000000000001,-1,4,-3,8
0.68,3,7,-5,-10
0.78,-6,5,5,-9
0.87,-3,9,-2,2
0.95,4,1,-7,-7
1.01,-3,8,-1,-10
1.07,-6,-9,4,-1
1.1300000000000001,0,4,-7,-2
1.2200000000000002,-1,7,-4,-7
1.2700000000000002,-3,5,6,-7
1.3200000000000003,-7,-4,6,-5
1.3700000000000003,-2,-5,-1,-10
1.4400000000000004,10,-10,-10,-10
1.5400000000000005,6,-9,-9,-10
1.6100000000000005,-2,-5,8,7
1.7000000000000006,2,8,-8,7
1.8000000000000007,-4,9,7,-9
1.8900000000000008,-6,-3,-8,1
1.9400000000000008,-9,-2,6,-5
2.000000000000001,-1,3,-3,5
2.0900000000000007,-9,-9,-7,3
2.1400000000000006,0,6,1,0
2.2100000000000004,-1,2,-9,7
2.2600000000000002,-9,-1,-7,7
2.35,8,10,1,-7
2.45,0,7,-5,-3
2.5500000000000003,8,1,-7,-7
2.64,0,-6,8,4
2.73,5,-9,0,-9
2.83,-9,-8,2,4
2.88,10,2,0,4
2.9299999999999997,10,-1,3,3
3.01,-9,1,2,4
3.11,9,-4,0,10
3.21,5,3,-2,9
3.28,0,-4,-4,-9
3.3699999999999997,-3,-1,-4,-2
3.4599999999999995,7,-9,10,-5
3.5099999999999993,-4,0,5,5
3.599999999999999,-9,7,10,10
3.649999999999999,2,7,-5,-10
3.719999999999999,7,10,-3,-2
3.8099999999999987,5,-3,1,2
3.909999999999999,-8,-10,1,0
3.989999999999999,-4,7,7,-6
4.039999999999999,2,-3,6,5
4.119999999999999,7,3,-10,4
4.1899999999999995,-10,-7,5,-9
4.26,2,-3,-7,-8
4.33,8,4,2,3
4.4,-1,-3,10,5
4.46,7,-7,-8,-8
4.56,-5,-10,0,-10
4.63,-1,-7,8,3
4.68,6,4,8,5
4.779999999999999,2,-1,-7,8
4.859999999999999,6,4,-5,-3
4.93,0,-9,0,-8
4.989999999999999,6,2,-10,-2
5.049999999999999,4,4,-9,9
5.149999999999999,-1,-1,-7,-5
5.249999999999998,-3,-1,7,-7
5.299999999999998,-6,-10,-2,-7
5.349999999999998,10,5,-6,0
5.4499999999999975,8,9,8,1
5.549999999999997,-7,1,5,4
5.599999999999997,4,-3,9,-7
5.649999999999997,1,-2,8,9
5.739999999999997,-10,5,0,-1
5.819999999999997,-10,5,0,-3
5.909999999999997,-7,6,-9,7
5.989999999999997,0,0,-10,-10
6.049999999999996,9,-5,10,-5
6.149999999999996,3,-1,6,0
6.249999999999996,-9,7,-1,-7
6.339999999999995,-8,-2,9,-6
6.399999999999995,4,8,8,8
6.489999999999995,1,9,6,-1
6.569999999999995,-8,1,5,-1
6.659999999999995,-5,10,4,-3
6.709999999999995,2,6,-9,8
6.7599999999999945,6,6,8,2
6.819999999999994,6,-7,8,-6
6.879999999999994,0,-1,-4,-2
6.939999999999993,2,-4,-4,-9
7.009999999999994,-9,10,8,1
7.099999999999993,1,-7,0,3
7.1799999999999935,6,-8,10,-6
7.259999999999994,-7,2,-6,5
7.349999999999993,-1,-5,9,-8
7.409999999999993,6,6,-7,-6
7.459999999999993,-8,4,6,-5
7.5599999999999925,7,7,10,-8
7.629999999999993,-4,-6,-5,7
7.709999999999993,6,5,10,-10
7.759999999999993,-6,3,8,0
7.8099999999999925,-9,2,6,3
7.899999999999992,-3,6,-3,-6
7.989999999999992,-6,0,0,-1
8.039999999999992,5,-2,0,-4
8.109999999999992,-6,7,5,-8
8.169999999999993,9,6,7,-8
8.249999999999993,3,8,3,9
8.309999999999993,-1,-5,-10,-7
8.379999999999994,-4,-7,7,9
8.439999999999994,6,-2,9,-10
8.529999999999994,6,0,0,1
8.589999999999995,4,10,-2,-3
8.679999999999994,-9,7,-5,-9
8.749999999999995,8,-1,-1,-1
8.809999999999995,2,6,0,-4
8.869999999999996,-7,9,8,-2
8.939999999999996,10,4,0,-10
9.039999999999996,9,-6,7,-6
9.099999999999996,-7,8,-3,-1
9.179999999999996,-1,-6,5,9
9.279999999999996,1,10,10,2
9.359999999999996,9,-7,8,2
9.459999999999996,-4,-1,-9,7
9.549999999999995,9,-1,-6,1
9.639999999999995,5,-1,-8,-7
9.699999999999996,9,-6,7,1
9.759999999999996,7,7,2,-8
9.839999999999996,5,-8,7,4
9.939999999999996,-6,-10,10,-9
10.039999999999996,7,-4,-6,9
10.139999999999995,-2,9,4,-3
10.199999999999996,-8,3,4,-9
10.249999999999996,10,9,5,-8
10.299999999999997,-4,9,2,-4
10.379999999999997,5,3,5,4
10.439999999999998,-9,-1,6,0
10.489999999999998,7,0,-8,8
10.54,3,-3,7,7
10.629999999999999,2,9,-1,5
10.68,5,2,10,1
10.75,-7,4,10,2
10.81,7,-7,3,-8
10.870000000000001,5,-5,-8,-2
10.940000000000001,2,-4,0,-4
10.990000000000002,8,6,7,1
11.040000000000003,5,6,9,-10
11.100000000000003,-6,0,-4,-10
11.190000000000003,0,6,4,-10
11.270000000000003,-8,7,-7,3
11.350000000000003,-10,-5,-10,-6
11.420000000000003,-5,-2,-4,-7
11.470000000000004,6,3,2,8
11.520000000000005,-5,8,-7,4
11.600000000000005,-3,-5,-2,3
11.690000000000005,8,-10,-8,-10
11.770000000000005,-1,-6,-9,7
11.870000000000005,10,-10,-5,9
11.960000000000004,0,-6,-2,-4
12.020000000000005,8,-2,-5,0
12.100000000000005,-4,-4,1,4
12.150000000000006,-2,5,-6,-10
12.230000000000006,-5,6,-1,-1
12.300000000000006,-10,6,6,9
12.390000000000006,7,10,5,10
12.470000000000006,10,-10,6,-3
12.530000000000006,3,10,4,10
12.620000000000006,9,5,-3,8
12.720000000000006,-9,-6,2,-3
12.810000000000006,-7,1,5,-2
12.880000000000006,5,-9,-3,-8
12.970000000000006,-9,-4,3,-8
13.020000000000007,-8,-7,-7,-2
13.090000000000007,3,9,8,5
13.180000000000007,-1,6,9,-2
13.260000000000007,-2,8,-8,4
13.320000000000007,-7,2,-10,-7
13.410000000000007,7,-4,-9,1
13.510000000000007,-7,8,9,7
13.590000000000007,-5,-2,-1,-8
13.660000000000007,-5,0,10,-9
13.720000000000008,4,-2,-10,1
13.770000000000008,1,5,5,5
13.830000000000009,-7,-1,4,3
13.910000000000009,-7,-8,5,-9
14.010000000000009,10,8,-7,8
14.06000000000001,10,-3,3,-7
14.11000000000001,-10,8,1,-2
14.18000000000001,3,8,9,-7
14.24000000000001,-10,-5,7,10
14.290000000000012,-7,0,7,10
14.370000000000012,4,-10,-3,2
14.430000000000012,0,4,5,-8
14.500000000000012,8,0,2,6
14.560000000000013,9,2,9,-4
14.630000000000013,-6,-9,9,5
14.720000000000013,-3,2,6,7
14.800000000000013,-1,3,7,0
14.850000000000014,5,0,-6,9
14.920000000000014,-6,0,7,2
15.020000000000014,-8,-2,1,-8
15.100000000000014,6,5,-2,-1
15.190000000000014,6,7,-4,-7
15.240000000000014,-7,-5,9,10
